item_id,title,brand_id,shop_type,sku_id,sku_sales,sku_name,leafcat,attrs,剂型_attr,qa,相关属性,cat1,sold,sales,price,处理
3655221116609422158,Enervite澳乐维他天然肉桂精华铬元素硫辛酸血糖平衡片90粒/瓶,139378606,douyin,,36116.35,,31385,套餐详情:EnerVite澳乐维他血糖平衡片苦瓜素提取物进口胶囊官方旗舰店正品-90粒x3,片剂,1,{},,,,,
3638128400599750908,Vita Green/维特健灵小黄条阻断餐前截击14包/盒X （DRTY/nbc）,155697021,douyin,,196282.16,,31392,套餐详情:Vita Green/维特健灵小黄条餐前截击14包/盒（单品链接勿动）-默认x1,,1,{},,,,,
3554679253629056834,【利利安专享】Esmond爱司盟青春之泉雪莲透明质酸钠复合60粒/瓶,110671114,douyin,,274076.97,,31319,保质期:48月||产品名称:青春之泉雪莲透明质酸钠复合片||适用性别:通用||产地:美国||品牌:爱司盟||生产企业名称:爱司盟天然食品制造公司||用法:每日早饭后半小时两粒，温水送服||适用人群:成人||计价单位:瓶||食用提示:孕妇哺乳期经期不建议服用||产品剂型:片剂||商品条形码:0641399783282||规格（粒/袋/ml/g）:1.12g*60,片剂,1,{'产品剂型': '片剂'},,,,,
3669183919066054925,NC养胃粉瓶装【养胃保护胃粘膜】成人养胃营养品 澳洲进口 3瓶装,137613383,douyin,,64396.2,,31352,套餐详情:NC养胃粉瓶装【养胃保护胃粘膜】成人养胃营养品 澳洲进口150g/瓶-150g/罐x3,粉剂,1,{},,,,,
3603661881266586481,【直播推荐】德国Bioloving脑动力智珠缓释胶囊 记忆力专注逻辑反应,62247937,douyin,,72865.52,,31363,套餐详情:【180粒】德国Bioloving脑动力智珠缓释胶囊180粒/瓶补充脑营养记忆-默认x1,胶囊,1,{},,,,,
3712030779015036985,【分离品质乳清】Performix分离浓缩矩阵乳清蛋白粉2磅原装进口,21294,douyin,,167436.28,,31349,套餐详情:Performix美国进口分离浓缩乳清蛋白质粉whey矩阵蛋白增肌塑形2磅-香草味x1,粉剂,1,{},,,,,
3686797906448351670,Enervite澳乐维他天然肉桂精华铬元素硫辛酸血糖平衡片90粒/瓶,139378606,douyin,,52989.24,,31385,套餐详情:EnerVite澳乐维他血糖平衡片苦瓜素提取物进口胶囊-90粒x2,片剂,1,{},,,,,
3728685244925214814,【春节送礼】Swisse柠檬酸钙维D钙迷你片300片/瓶-zYY,51206,douyin,,1792282.8,,31328,套餐详情:【达播FB】SWISSE斯维诗柠檬酸钙维D迷你片娘娘钙300片/瓶进口-默认x3、【达播FB】Swisse/斯维诗儿童DHA深海鱼油胶囊60粒/瓶-默认x1,,0,{},,,,,加上维
3721441050296975522,MCUUINA卵巢保养 40:1肌醇&辅酶Q10 调节月经内分泌悦轻巢60粒/瓶,155815767,douyin,,148131.7,,31381,保质期:25-36个月||食用方法/使用方法:每日一次每次两粒||温馨提示:本品不可替代药品||品牌:MCUUINA||适用人群:通用||产品剂型:胶囊||注意事项:无||原产地:美国,胶囊,1,{'产品剂型': '胶囊'},,,,,
3664349080026497841,【超值装】美莱健多营养蛋白质粉 科学配比 营养补充 双蛋白易吸收,43704,douyin,,95705.07,,31289,保质期:24月||产品名称:多营养蛋白质粉||适用性别:通用||产地:中国大陆||品牌:美莱健||生产企业名称:广州长生康生物科技有限公司||用法:每次2-3勺，温水冲泡溶解即可||适用人群:成人||计价单位:桶||食用提示:每次2-3勺，温水冲泡溶解即可||产品剂型:粉剂||商品条形码:6971925551707||食品生产许可证编号:SC12744011400654||规格（粒/袋/ml/g）:900g/罐,粉剂,1,{'产品剂型': '粉剂'},,,,,
3727760321587314967,提升免疫力【超级盾Super Shield】GEETOP美国脾氨肽冻干粉26年11月,131097775,douyin,,512280.25,,31344,套餐详情:GEETOP【超级盾 Super Shield】升级版脾氨肽冻干粉口服免疫力-默认x2,粉剂,1,{},,,,,
3716454187400298939,【定向肾细胞】SUSUMOTOYA定向の精力3瓶 九州限定和黄芪,19737296,douyin,,11444452,,31417,套餐详情:SUSUMOTOYA 定向の精力650mg*90粒-默认x3,,1,{},,,,,
3726499340596936951,草谷林人参玛卡牡蛎虫草片魅力聚会应酬社交约会品质运动健康男女,155814837,douyin,,46194.39,,31383,保质期:24月||是否临期:否||产地:中国大陆||产品名称:人参牡蛎黄精虫草片||净含量:8.4g||生产企业名称:河南省铭源药业有限公司||品牌:草谷林||食品生产许可证编号:sc10641177100594||产品:方糖||贮存条件:常温||商品条形码:6977666360844||生产日期:2024-08-02 2026-08-01||是否为有机食品:否||包装方式:包装,,1,{},,,,,
3719422750574641378,【“精”瓜协同】VORSE精氨酸瓜氨酸片60粒/瓶高含量2:1黄金比例 DX,155813780,douyin,,309409.25,,31346,保质期:25-36个月||食用方法/使用方法:一日一粒||温馨提示:本品不可替代药品||品牌:VORSE||适用人群:成人||产品剂型:片剂||注意事项:孕妇，哺乳期遵医嘱||原产地:香港特别行政区,片剂,1,{'产品剂型': '片剂'},,,,,
3637836226893055164,【新年礼包】白金装赛速饮首发 三重精华浓缩提升速度耐力跑步骑行,47340,douyin,,29636.88,,31315,保质期:12月||产地:中国大陆||适用性别:通用||产品名称:赛速饮||品牌:CPT/康比特||生产企业名称:固安康比特体育科技有限公司||食品生产许可证编号:SC13013102200502||规格（粒/袋/ml/g）:一盒,口服液,1,{},,,,,
3687126969612370166,【品牌】氧气能量五合一精氨酸瓜氨酸甘氨酸硼胶囊60粒/瓶,142332070,douyin,,3211416,,31330,套餐详情:【双“氨”搭配 】氧气能量五合一精氨酸瓜氨酸科学健康胶囊60粒/瓶-默认x1,胶囊,1,{},,,,,
3668289062487326742,【邓为代言】PH地中海咖啡经典系列100%阿拉比卡黑咖啡年货不打烊,54009,douyin,,5283225,,31307,保质期:1年||产地:中国大陆||产品名称:黑咖啡||品牌:POSITIVEHOTEL||生产企业名称:天益食品（徐州）有限公司||食品生产许可证编号:SC10632037100406||规格（粒/袋/ml/g）:7包/盒,,1,{},,,,,
3724984681817571390,无糖型南极磷虾油 海洋磷脂和Omega-3 63g/盒 拍一发四 H1,141449410,douyin,,56096.07,,28342,保质期:24月||是否临期:否||产地:中国大陆||净含量:63g||生产企业名称:安徽感喻药业有限公司||食品生产许可证编号:SC10734122230595||贮存条件:常温||包装方式:包装,,1,{},,,,,
3727962758336086330,【6盒装】春节不打烊 酒后呵护家中常备草本营养健康压片糖果咀嚼,54380793,douyin,,115130.29,,31994,保质期:2年||是否临期:否||产品名称:人参葛根枳椇子低聚肽果糖压片||产地:中国大陆||品牌:护局儿||生产企业名称:山东佰诺生物科技有限公司||食品生产许可证编号:SC10637172500866,压片糖,1,{},,,,,
3717358108281012788,【新春大餐拍档】断货王VIERRA惟爱论S133超模轻断食西梅果冻3/9盒,5699662,douyin,,174768.3,,31268,保质期:18月||是否临期:否||产品名称:惟爱论新纤盈西梅果冻||适用性别:通用||产地:中国大陆||品牌:VIERRA||生产企业名称:纯元健康科技（广东）有限公司||计价单位:盒||产品剂型:果冻型||食品生产许可证编号:SC11344011501302||规格（粒/袋/ml/g）:20g*7条,果冻型,1,{'产品剂型': '果冻型'},,,,,
3729290547500810462,法国S&S全谱玻尿酸透明质酸钠水光小分子次抛口服液10ml*20支/盒,4654403,douyin,,1996775.4,,34148,保质期:36月||品牌:SUBLIME SURFACE/苏费仕||产品名称:玻尿酸透明质酸钠,口服液,1,{},,,,,
3725029323548262805,【大饼哥推荐】新西兰goodhealth进口生蚝锌片胶囊60粒/瓶DB,26966245,douyin,,2218106.2,,31330,套餐详情:【生蚝胶囊】新西兰goodhealth进口生蚝锌片胶囊60粒/瓶t-默认x3,胶囊,1,{},,,,,
3695323492288444426,青春款7-18周岁[3盒装]γ-氨基丁酸多维综合营养咀嚼片,,,,,,,保质期:2年||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:养能健/γ-氨基丁酸多维营养咀嚼片2号||品牌:养能健||生产企业名称:仙乐健康科技股份有限公司、安徽万花草保健品有限公司||适用人群:中长跑、慢跑、快走、游泳、舞蹈、户外运动||计价单位:盒||产品剂型:片剂||食品生产许可证编号:SC10644050700110||规格（粒/袋/ml/g）:90片/盒,片剂,1,{'产品剂型': '片剂'},20109,391656,146048530,372.9,
3707321716725383403,【棕色脂肪】呜咔实验室二元一菌益生菌科学管理激活BAT益生元ZB,,,,,,,保质期:24月||是否临期:否||产品名称:呜咔实验室二次元益生菌||适用性别:通用||产地:中国大陆||品牌:呜咔实验室||生产企业名称:江苏新申奥生物科技有限公司||适用人群:成人||计价单位:盒||食用提示:益生元不建议：婴幼儿，孕妇，哺乳期，14岁以下人群服用。（三高、糖友患者建议遵医嘱）||食品生产许可证编号:SC10632028100205||规格（粒/袋/ml/g）:2g*28+10g*28+10g*28,,1,{},20109,61557,60183664,977.69,
3649900528319738228,【明星菌株B420】菌小宝体重管理款单瓶1000亿活菌益生菌,,,,,,,保质期:18月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:太空15号+太空19号||品牌:JUNXIAOBAO/菌小宝||生产企业名称:上海晨冠乳业有限公司||用法:开袋即食或加入到牛奶、果汁等食品中调匀食用。冲调温度不高于40°C。||适用人群:三岁以上||计价单位:盒||食用提示:不能和抗生素同时食用；冲调后，有少量悬浮物物质属正常现象。||产品剂型:粉剂||食品生产许可证编号:SC10531012000433||规格（粒/袋/ml/g）:2g*10瓶/盒,粉剂,1,{'产品剂型': '粉剂'},20109,59152,49901812,843.62,
3735228223940854078,ESI意大利进口卡路里拜拜片餐前小丸子大餐救星断片碳水阻断7盒,,,,,,,套餐详情:ESI意大利餐前小丸子卡路里拜拜片白芸豆碳水阻断阻油膳食纤维1盒-默认x7,丸剂,0,{},20109,110480,41737136,377.78,丸 加上not 片
3734904499135971571,【瓜瓜专属】MoveFree益节 绿瓶 氨糖软骨素MSM 维骨力护关节,,,,,,,套餐详情:【ZT】MoveFree益节 绿瓶 氨糖软骨素护关节维骨力 120粒/瓶 -120粒x3、MoveFree益节 绿瓶 氨糖软骨素MSM护关节维骨力 36粒-粉丝专享-默认x1,,1,{},20109,70461,40145156,569.75,
3698998161264781580,【成长3宝】诺特兰德液体钙铁锌直饮包儿童学生孩子草莓味自播专享,,,,,,,保质期:12月||产品名称:诺特兰德液体钙铁锌直饮包||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:10ml*30条/桶,口服液,1,{},20109,204781,37376628,182.52,
3698690420340096654,诺特兰德钙铁锌液体直饮包钙锌协同营养好吸收草莓味 30条/桶,,,,,,,保质期:12月||产品名称:诺特兰德钙铁锌||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:30条/桶,口服液,1,{},20109,237206,37120370,156.49,
3704781112615239687,仁和驼奶钙铁锌γ-氨基丁酸综合维生素片7种维生素酸奶味官方旗舰,,,,,,,保质期:24月||产地:中国大陆||产品名称:驼奶钙铁锌γ-氨基丁酸综合维生素片||品牌:仁和||生产企业名称:东营佐宁生物科技有限公司||产品剂型:片剂||食品生产许可证编号:SC11337052100315||规格（粒/袋/ml/g）:1g*60粒,片剂,1,{'产品剂型': '片剂'},20109,503415,36422076,72.35,
3714612000773505222,【液体好吸收】诺特兰德液体钙铁锌直饮包成长儿童草莓味自播专享,,,,,,,保质期:12月||产品名称:诺特兰德液体钙铁锌直饮包||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:10ml*30条/桶,口服液,1,{},20109,104417,32862118,314.72,
3730634787078167606,【情人节】万益蓝WonderLab数字管理官方正品BODY100益生菌轻纤瓶,,,,,,,保质期:18月||产地:中国大陆||适用性别:通用||产品名称:万益蓝BODY100益生菌||品牌:WONDERLAB/万益蓝||生产企业名称:深圳保时健生物工程有限公司||用法:开盖即食||适用人群:成人||计价单位:盒||食用提示:开盖即食即可||产品剂型:粉剂||食品生产许可证编号:SC12744030701096||规格（粒/袋/ml/g）:2g/瓶,粉剂,1,{'产品剂型': '粉剂'},20109,53013,32015610,603.92,
3731669465428001087,lifespace超燃B420 plus塑形数字管理益生菌30粒6瓶代谢加速器,,,,,,,套餐详情:lifespace超燃B420升级plus 30粒益生菌理想数字管理b-默认x6、lifespace澳洲Fiber Jelly膳食纤维果冻30条-1盒x1,,1,{},20109,38635,30897182,799.72,
3735393811933823309,苏莎鲑鱼鼻软骨米糠油固体饮料,,,,,,,保质期:3年||产品名称:苏莎鲑鱼鼻软骨米糠油固体饮料||产地:中国大陆||品牌:苏莎||生产企业名称:馨辰生物（广东）有限公司||食品生产许可证编号:SC10644190015340||规格（粒/袋/ml/g）:49g*1盒,固体饮料,1,{},20109,19299,29685336,1538.18,
3721906631169147113,【拍一发八】白云山 L-精氨酸锌硒多维小蓝片 CS-A4,,,,,,,保质期:24月||产品名称:多维小蓝片||产地:中国大陆||品牌:白云山||生产企业名称:山东凝善堂生物科技有限公司||食品生产许可证编号:SC13037150100941||规格（粒/袋/ml/g）:0.6g*30粒,,0,{},20109,94210,29163648,309.56,加上维
3620058785915219748,【膳力多】γ-氨基丁酸综合维生素矿物质片60粒综合营养咀嚼片儿童,,,,,,,保质期:24月||产品名称:γ-氨基丁酸综合维生素矿物质片||适用性别:通用||产地:中国大陆||品牌:膳力多||生产企业名称:安徽金源药业有限公司/武汉华源晨泰健康生物科技有限公司||用法:嚼服||计价单位:盒||成分:γ氨基丁酸、复合营养素||产品剂型:颗粒||商品条形码:6976117960169||食品生产许可证编号:sc11334122206682||规格（粒/袋/ml/g）:1g*60粒,颗粒/冲剂,1,{'产品剂型': '颗粒'},20109,81506,28994944,355.74,
3662555841053216754,德国修女姜黄胆碱水飞蓟奶蓟草【三盒装】a,,,,,,,套餐详情:【直播专属】德国修女姜黄水飞蓟植物片进口奶蓟草 30粒/盒-默认x3,,1,{},20109,143658,27139870,188.92,
3736521932431032461,WONDERLAB/万益蓝数字管理轻纤瓶BODY100益生菌,,,,,,,保质期:18月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:万益蓝WonderLab BODY100益生菌||品牌:WONDERLAB/万益蓝||生产企业名称:深圳保时健生物工程有限公司||用法:午饭饭后半小时1-2颗||适用人群:成人||计价单位:瓶||食用提示:饭后半小时食用效果更佳||产品剂型:粉剂||商品条形码:6973939342494||食品生产许可证编号:SC12744030701096||规格（粒/袋/ml/g）:10瓶/盒,粉剂,1,{'产品剂型': '粉剂'},20109,47520,26655868,560.94,
3671790886032935510,【专享-预售】fiboo元气铁高含量有机铁女性无蔗糖孕妇铁元素软糖A,,,,,,,保质期:18月||是否临期:否||产品名称:FIBOO富铁软糖||产地:中国大陆||品牌:FIBOO/她练||生产企业名称:仙乐健康科技（安徽）有限公司||食品生产许可证编号:SC11334059210015,软糖,1,{},20109,195782,24686152,126.09,
3716132402041585937,【升级肽2.0】胶原蛋白肽EGCG饮2.0枇杷口味500ml*9盒-女神节,,,,,,,保质期:18月||产品名称:胶原蛋白肽EGCG饮||产地:中国大陆||品牌:五个女博士||生产企业名称:威海百合生物技术股份有限公司||产品剂型:口服液||商品条形码:6974411580267||食品生产许可证编号:SC11337108200263||规格（粒/袋/ml/g）:50ml*10瓶,口服液,1,{'产品剂型': '口服液'},20109,18101,24282310,1341.49,
3676785223422601056,FoYes迅增增肌粉益生菌复合乳清蛋白粉瘦人运动营养补充健身增重,,,,,,,保质期:18月||产品名称:迅增增肌粉||适用性别:通用||产地:中国大陆||品牌:FoYes||生产企业名称:浙江吉美食品科技有限公司||产品剂型:粉剂||食品生产许可证编号:SC10633052303932||规格（粒/袋/ml/g）:3磅,粉剂,1,{'产品剂型': '粉剂'},20109,112432,24058200,213.98,
3731088946977964341,五个女博士胶原蛋白肽维c饮品2.0小分子肽30ml/瓶*180瓶半年享礼,,,,,,,保质期:18月||产品名称:五位女博士胶原蛋白肽维C饮品2.0||产地:中国大陆||品牌:五个女博士||生产企业名称:天津创源生物技术有限公司||适用人群:成人||食品生产许可证编号:SC10612011610773||规格（粒/袋/ml/g）:30ml*10瓶/盒,口服液,1,{},20109,18346,23780636,1296.23,
3721731469509525552,【葵花药业】骨胶原钙维生素D片运动营养综合营养维生素60g/瓶mty-1,,,,,,,保质期:18月||产品名称:骨胶原钙维生素D片||适用性别:通用||产地:中国大陆||品牌:SUNFLOWER/葵花药业||生产企业名称:上海海维生物科技有限公司无锡医药科技分公司||适用人群:成人||食品生产许可证编号:SC10632027100077,片剂,1,{},20109,371010,22861636,61.62,
3731095991538026687,五个女博士胶原蛋白肽维c饮品2.0小分子肽30ml/瓶*180瓶半年享礼,,,,,,,保质期:18月||产品名称:五位女博士胶原蛋白肽维C饮品2.0||产地:中国大陆||品牌:五个女博士||生产企业名称:天津创源生物技术有限公司||适用人群:成人||食品生产许可证编号:SC10612011610773||规格（粒/袋/ml/g）:30ml*10瓶/盒,口服液,1,{},20109,12628,18822286,1490.52,
3694361337313493268,【新品燃燃Pro升级首发】FloraNatura心燃大红针原装进口15ml*20/盒,,,,,,,保质期:25-36个月||食用方法/使用方法:每天饮用1支，摇匀后兑200ml-400ml常温水稀释饮用。||温馨提示:本品不可替代药品||产品名称:FloraNatura心燃超模水Pro||品牌:Flora natura||适用人群:成人||产品剂型:口服液||注意事项:14岁以下青少年及儿童、孕妇、哺乳期妇女不推荐服用，有肾脏疾病血压不稳以及其他重大疾病的禁止服用。||原产地:法国,口服液,1,{'产品剂型': '口服液'},20109,101630,18369622,180.75,
