item_id,title,brand_id,shop_type,sku_id,sku_sales,sku_name,leafcat,attrs,剂型_attr,相关属性,cat1,sold,sales,price,qa,是否解决
3695109290726654140,粉丝福利 无糖型南极磷虾油 海洋磷脂和Omega-3 63g/盒 YH,141449410,douyin,,50693.32,,28342,保质期:24月||产地:中国大陆||净含量:63g||生产企业名称:安徽感喻药业有限公司||品牌:润龄堂||食品生产许可证编号:SC10734122230595||贮存条件:常温||包装方式:包装,粉剂,{},,,,,0,1
3699721398466511162,【效期至2027年6月】Beseem叶黄素+PQQ胶囊60粒/3瓶,124235105,douyin,,1109460,,31368,套餐详情:美国进口BESEEM叶黄素高含量40mg+PQQ10mg护眼胶囊60粒眼睛提取物-默认x3,胶囊,{},,,,,1,
3690869795139485751,【单盒装】百草园睡眠糖100%天然开心果提取非人工合成褪黑素6粒/盒,155791237,douyin,,108284.8,,31348,保质期:13-24个月||食用方法/使用方法:一天一粒，睡前30分钟充分咀嚼||温馨提示:本品不可替代药品||产品名称:百草园睡眠糖||品牌:Mom's Garden/百草园||适用人群:成人||产品剂型:颗粒||注意事项:本品不可替代药品||原产地:德国,颗粒/冲剂,{'产品剂型': '颗粒'},,,,,1,
3729239050834542963,【益宝归】A-M3骨胶原小分子液体钙DHA藻油牛骨胶原蛋白 试吃一盒,60179332,douyin,,451148.16,,31288,保质期:18月||是否临期:否||产地:中国大陆||产品名称:骨胶原小分子液体钙||品牌:益宝归||生产企业名称:安徽药顺药业有限公司||食品生产许可证编号:SC10634122230636,,{},,,,,1,
3724627853585809889,【静宜专属】维特健灵 祛湿轻1瓶60粒?1瓶40粒?2瓶10粒【2个月的量】,41592,douyin,,8428095,,31390,保质期:37-48个月||食用方法/使用方法:口服||温馨提示:本品不可替代药品||产品名称:祛湿轻||品牌:Vita Green/维特健灵||适用人群:通用||产品剂型:胶囊||注意事项:本品不可替代药品||原产地:香港特别行政区,胶囊,{'产品剂型': '胶囊'},,,,,1,
3584375880002207655,【力荐】OLLY清透肌肤去瑕亮肤含锌矿物质祛痘印闭口维生素AE软糖,36612,douyin,,2305927.2,,31409,保质期:13-24个月||食用方法/使用方法:食用||温馨提示:本品不可替代药品||品牌:OLLY||适用人群:成人||产品剂型:片剂||注意事项:本品不可替代药品||原产地:美国,片剂,{'产品剂型': '片剂'},,,,,1,
3712720441283051895,仁和黄精锰锌黄芪片锰锌枸杞草本精华成分九蒸九晒原料官方旗舰,139410830,douyin,,203744.75,,31274,食品生产许可证编号:SC11337052100315||产品名称:仁和黄精锰锌黄芪片||品牌:仁和||生产企业名称:东营佐宁生物科技有限公司||产地:中国大陆,,{},,,,,1,
3638534713095914294,【生蚝素胶囊】新西兰goodhealth进口生蚝锌胶囊60粒/瓶,26966245,douyin,,1673734.4,,31397,保质期:25-36个月||食用方法/使用方法:每日1-2粒，早或午餐后服用||温馨提示:本品不可替代药品||产品名称:Good Health 牡蛎精胶囊||净含量:60粒||品牌:good health||适用人群:成人||产品剂型:胶囊||注意事项:不适用海鲜过敏者服用，通风人群不适用||原产地:新西兰,胶囊,{'产品剂型': '胶囊'},,,,,1,
3685869274305527960,Biowell美人果第五代红宝石水基羊胎素60粒/瓶3/6,6755133,douyin,,131836.48,,31386,套餐详情:Biowell美人果第五代红宝石水基羊胎素60粒/瓶-默认x1,,{},,,,,1,
3706419273204367743,年轻记录蔓越莓益生菌富硒女性女王菌私护18000亿CFU富硒蔓越莓-d,37123,douyin,,18689.8,,31295,保质期:24月||是否临期:否||产地:中国大陆||适用性别:女||产品名称:蔓越莓富硒女性专研益生菌||品牌:年轻记录||生产企业名称:安徽领克药业有限公司||适用人群:成人||计价单位:盒||成分:蔓越莓、硒、3大女性专研成分||产品剂型:粉剂||商品条形码:6974695800549||食品生产许可证编号:SC10634122230677||规格（粒/袋/ml/g）:10条/盒,粉剂,{'产品剂型': '粉剂'},,,,,1,
3719444440268537959,【精力快充 】氧气能量五合一精氨酸瓜氨酸科学健康男士60粒/瓶,142332070,douyin,,1079909,,31330,套餐详情:【双氨搭配 】氧气能量五合一精氨酸胶囊60粒/瓶瓜氨酸科学健康男士-默认x1,,{},,,,,1,
3603872437709721704,Swisse斯维诗月见草胶囊200粒缓解调理经期不适女士经期保健品,13541118,douyin,,2809.8,,31375,保质期:25-36个月||食用方法/使用方法:每次两粒，每日3次，或遵医嘱。||温馨提示:本品不可替代药品||产品名称:Swisse斯维诗月见草胶囊200粒||品牌:SWISSE/斯维诗||适用人群:成人||产品剂型:胶囊||注意事项:请于25摄氏度以下干燥，阴凉处储保存。密封盖若破损，请勿服用。||原产地:澳大利亚,胶囊,{'产品剂型': '胶囊'},,,,,1,
3716802000252436967,【海云老师专属】AURINDA澳洲进口袋鼠男士活力精华胶囊*100粒,155687398,douyin,,7358.56,,31366,套餐详情:【1瓶装】AURINDA澳洲进口袋鼠胶囊1瓶*100粒-默认x1,胶囊,{},,,,,1,
3617981069355277315,【液体钙镁锌-老爸抽检】GNC健安喜儿童液体钙镁锌 30袋/盒*3 ZL,18614,douyin,,713622.7,,31332,套餐详情:【店播新链接】GNC健安喜儿童液体钙镁锌30袋/盒-默认x3,,{},,,,,1,
3673809414109921649,【旗舰正品】李时珍葛根灵芝片加班熬夜护浓缩食用甘肝片成人100片,34770,douyin,,64760.85,,31291,保质期:24月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:葛根灵芝片||品牌:BEISHANJIAN/倍膳健||生产企业名称:安徽医知客生物科技有限公司||用法:嚼食、一日3次、一次2片||适用人群:成人||计价单位:瓶||食用提示:灵芝(紫芝)推荐食用量≤5克/天；婴幼儿、孕妇及乳母不宜食用||产品剂型:压片糖果||食品生产许可证编号:SC10634160335340||规格（粒/袋/ml/g）:0.6克x100片,压片糖,{'产品剂型': '压片糖果'},,,,,1,
3614610527080330609,Nature'sKey褪黑素小金瓶晚安咀嚼片3mg/粒无糖版60粒 2瓶装,137553347,douyin,,602551.94,,31348,套餐详情:Nature'sKey褪黑素小金瓶晚安片3mg/粒升级版(添加B6)60粒-默认x2,咀嚼片片剂,{},,,,,1,
3545922498203908670,NHP免疫营养品增强丙种免疫力抵抗力提高葡聚糖蛋白术后恢复补品,55798040,douyin,,5151.1,,31355,保质期:25-36个月||食用方法/使用方法:请注意随餐服用 不要空腹。 【18岁以上及成人】每天2粒，可以分开服用或者一次服用2粒。[12-18岁】每天1-2粒 请自行根据自身情况调节。 【6-12岁】每天1粒或不超过1粒，可自行根据自身情况调节。[3-6岁】每天1/2粒 请打开胶囊壳 混合牛奶或者果汁服用。【1-3岁】每天1/4粒 请打开胶囊壳，混合牛奶或者果汁服用。||温馨提示:本品不可替代药品||品牌:NHP||生产企业名称:Natural Health Practice||净含量:60粒/瓶||适用人群:成人||产品剂型:胶囊||注意事项:不适合孕育、孕妇及哺乳期妇女服用。请注意本品为膳食营养品 请勿将本品关联任何特殊功效及相关必需性及保证性 不能代替药品。本品添加了营养素 与同类营养素同时食用不宜超过建议量。如果您正在服用药 请一定要得到医生许可情况下才可使用。请放在儿童接触不到的地方。阴凉干燥处密封保存||原产地:英国,胶囊,{'产品剂型': '胶囊'},,,,,1,
3726311747162865684,Unichi玫瑰小鱼胶囊90粒/瓶 HBZS,45113,douyin,,478424.38,,31376,套餐详情:璐姐爱用Unichi玫瑰小鱼胶囊90粒/瓶内服外用美肌必备-默认x1,胶囊,{},,,,,1,
3668289062487326742,【邓为代言】PH地中海咖啡经典系列100%阿拉比卡黑咖啡年货不打烊,54009,douyin,,5283225,,31307,保质期:1年||产地:中国大陆||产品名称:黑咖啡||品牌:POSITIVEHOTEL||生产企业名称:天益食品（徐州）有限公司||食品生产许可证编号:SC10632037100406||规格（粒/袋/ml/g）:7包/盒,,{},,,,,1,
3727749139547685274,【糖立清】BECHI血糖清 欧洲糖清素 黑蜂精粹 AMPK代谢 细胞级养护,27245,douyin,,7686766,,31361,套餐详情:【血糖清】BECHI糖清素 黑蜂提取 促血糖代谢 激活胰岛辅助降血糖DP-蜂胶10ml*20支/盒x2,,{},,,,,1,
3702416123392819371,佐丹力159免煮杂粮粥5盒高纤高蛋白饱腹代餐粉速食早晚年货低GI,130431135,douyin,,9776.77,,39108,品牌:佐丹力,粉剂,{},,,,,1,
3726470386175574302,【过年送礼必备】两盒装鹰牌礼盒60包装花旗参茶固体冲调饮料茶送礼,139378301,douyin,,1682199.5,,31292,生产企业名称:健康药业（中国）有限公司||产地:中国大陆||品牌:EAGLE’S/鹰牌||食品生产许可证编号:SC12744030500626||产品名称:花旗参茶固体饮料,茶,{},,,,,1,
3635347845508418631,【1瓶3个月】英国进口英之贝硒片第4代活性有机硒+VA+VC+VE90粒,136261581,douyin,,73564.58,,31327,保质期:25-36个月||食用方法/使用方法:每天1粒，随餐服用或者餐后半小时内温水吞服||温馨提示:本品不可替代药品||品牌:BASIC NUTRITION||生产企业名称:Premier Health Products Ltd||适用人群:成人||产品剂型:片剂||注意事项:本品为膳食营养补充剂，不能直接替代药品。不宜过量服用，如需超出剂量服用请咨询医生||原产地:英国,片剂,{'产品剂型': '片剂'},,,,,1,
3612945246901678980,宫诺碱益多碱性食品进口海藻钙孕物营养前备什么期间吃的用小苏打,31676,douyin,,28254.9,,31310,保质期:24月||是否临期:否||产品名称:宫诺碱益多||适用性别:通用||产地:中国大陆||品牌:宫诺||生产企业名称:威海南波湾生物技术有限公司||用法:每天1次，每次3片，饭后温水吞服||适用人群:成人||计价单位:瓶||食用提示:本品每日食用量不超过20片||在华注册码:6949969172363||产品剂型:片剂||商品条形码:6949969172363||食品生产许可证编号:SC12737100200302||规格（粒/袋/ml/g）:500mg*30片,片剂,{'产品剂型': '片剂'},,,,,1,
3622545299215632567,【翠花专属】诺特兰德左旋10万左旋肉碱100000运动营养饮料,22044,douyin,,75880.87,,31283,保质期:12月||产品名称:左旋肉碱100000||适用性别:通用||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||适用人群:成人||计价单位:盒||产品剂型:口服液||口味:橙子味||商品条形码:详见包装||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:10ml*100袋,口服液,{'产品剂型': '口服液'},,,,,1,
3698630072954126565,Nugenix专利复合锯棕榈多维支持前列腺保健品软胶囊60粒,155801580,douyin,,2031.4,,31373,保质期:13-24个月||食用方法/使用方法:每日2粒，每日1次||温馨提示:本品不可替代药品||品牌:NUGENIX||适用人群:成人||产品剂型:胶囊||注意事项:仅限18岁以上男性||原产地:美国,胶囊,{'产品剂型': '胶囊'},,,,,1,
3638165732757512260,汤臣倍健备孕补充铁成人补充叶x酸片男女矿物质营养,139477451,douyin,,1882.14,,31275,保质期:2年||保健功能:补充维生素||产地:中国大陆||不适宜人群:13岁以下人群||产品名称:汤臣倍健铁叶酸片||品牌:汤臣倍健||生产企业名称:汤臣倍健||适用人群:需要补充铁、叶酸的成人、孕妇、乳母||保健食品批准文号:食健备G201744000151||食品生产许可证编号:SC12744040400094||规格（粒/袋/ml/g）:60粒/瓶||功效/标志性成分及含量:每片含:铁15.0mg、叶酸400.0μg||产品剂型:片剂,片剂,{'产品剂型': '片剂'},,,,,1,
3620591612998113466,【10瓶特惠】Synext澳洲红宝石女性护理高含量蔓越莓欧芹绿茶提取物,27321,douyin,,11919,,31380,套餐详情:synext澳洲红宝石蔓越莓大蒜提取物女性小花园复合片剂30粒/瓶-默认x12,茶,{},,,,,0,0
3695087152426778732,Naturewise 维生素d3 阳光瓶+维生素k2,155639734,douyin,,66219.58,,31341,套餐详情:naturewise/自然薇萃维生素k2 软胶囊600mcg90粒/瓶-默认x1、Naturewise活性维生素D3软胶囊阳光瓶5000IU/2000IU/1000IU360粒z-5000iux1,,{},,,,,1,
3665695832142905548,AVEA瑞士AKG逆0童颜内服粉皮提肉紧骨立体30袋*3盒+5袋*3盒妮蔻,155790832,douyin,,674146.44,,31351,套餐详情:AVEA瑞士 AKG氨基胶原前体激活剂抗衰水润逆龄小分子30袋/盒-默认x3、AVEA瑞士 AKG氨基胶原蛋白前体单袋装-默认x7、AVEA瑞士 AKG氨基胶原蛋白前体 5袋/盒-默认x4,粉剂,{},,,,,1,
3726087328670810389,DR.ROSER德国天然水蛭素血净通血管清道夫呵护心脑管健康60粒/瓶,155815586,douyin,,110339.46,,31384,保质期:25-36个月||食用方法/使用方法:40岁以下每日1次，每次1粒。40岁以上每日1次，每次2粒。||温馨提示:本品不可替代药品||产品名称:水蛭素||品牌:DR.ROSER||适用人群:通用||产品剂型:胶囊||注意事项:婴幼儿及孕妇 禁用，对产品成分过敏者慎用||原产地:美国,胶囊,{'产品剂型': '胶囊'},,,,,1,
3695323492288444426,青春款7-18周岁[3盒装]γ-氨基丁酸多维综合营养咀嚼片,,,,,,,保质期:2年||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:养能健/γ-氨基丁酸多维营养咀嚼片2号||品牌:养能健||生产企业名称:仙乐健康科技股份有限公司、安徽万花草保健品有限公司||适用人群:中长跑、慢跑、快走、游泳、舞蹈、户外运动||计价单位:盒||产品剂型:片剂||食品生产许可证编号:SC10644050700110||规格（粒/袋/ml/g）:90片/盒,片剂,{'产品剂型': '片剂'},20109,391656,146048530,372.9,1,
3707321716725383403,【棕色脂肪】呜咔实验室二元一菌益生菌科学管理激活BAT益生元ZB,,,,,,,保质期:24月||是否临期:否||产品名称:呜咔实验室二次元益生菌||适用性别:通用||产地:中国大陆||品牌:呜咔实验室||生产企业名称:江苏新申奥生物科技有限公司||适用人群:成人||计价单位:盒||食用提示:益生元不建议：婴幼儿，孕妇，哺乳期，14岁以下人群服用。（三高、糖友患者建议遵医嘱）||食品生产许可证编号:SC10632028100205||规格（粒/袋/ml/g）:2g*28+10g*28+10g*28,,{},20109,61557,60183664,977.69,1,
3649900528319738228,【明星菌株B420】菌小宝体重管理款单瓶1000亿活菌益生菌,,,,,,,保质期:18月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:太空15号+太空19号||品牌:JUNXIAOBAO/菌小宝||生产企业名称:上海晨冠乳业有限公司||用法:开袋即食或加入到牛奶、果汁等食品中调匀食用。冲调温度不高于40°C。||适用人群:三岁以上||计价单位:盒||食用提示:不能和抗生素同时食用；冲调后，有少量悬浮物物质属正常现象。||产品剂型:粉剂||食品生产许可证编号:SC10531012000433||规格（粒/袋/ml/g）:2g*10瓶/盒,粉剂,{'产品剂型': '粉剂'},20109,59152,49901812,843.62,1,
3735228223940854078,ESI意大利进口卡路里拜拜片餐前小丸子大餐救星断片碳水阻断7盒,,,,,,,套餐详情:ESI意大利餐前小丸子卡路里拜拜片白芸豆碳水阻断阻油膳食纤维1盒-默认x7,丸剂,{},20109,110480,41737136,377.78,1,
3734904499135971571,【瓜瓜专属】MoveFree益节 绿瓶 氨糖软骨素MSM 维骨力护关节,,,,,,,套餐详情:【ZT】MoveFree益节 绿瓶 氨糖软骨素护关节维骨力 120粒/瓶 -120粒x3、MoveFree益节 绿瓶 氨糖软骨素MSM护关节维骨力 36粒-粉丝专享-默认x1,,{},20109,70461,40145156,569.75,1,
3698998161264781580,【成长3宝】诺特兰德液体钙铁锌直饮包儿童学生孩子草莓味自播专享,,,,,,,保质期:12月||产品名称:诺特兰德液体钙铁锌直饮包||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:10ml*30条/桶,口服液,{},20109,204781,37376628,182.52,1,
3698690420340096654,诺特兰德钙铁锌液体直饮包钙锌协同营养好吸收草莓味 30条/桶,,,,,,,保质期:12月||产品名称:诺特兰德钙铁锌||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:30条/桶,口服液,{},20109,237206,37120370,156.49,1,
3704781112615239687,仁和驼奶钙铁锌γ-氨基丁酸综合维生素片7种维生素酸奶味官方旗舰,,,,,,,保质期:24月||产地:中国大陆||产品名称:驼奶钙铁锌γ-氨基丁酸综合维生素片||品牌:仁和||生产企业名称:东营佐宁生物科技有限公司||产品剂型:片剂||食品生产许可证编号:SC11337052100315||规格（粒/袋/ml/g）:1g*60粒,片剂,{'产品剂型': '片剂'},20109,503415,36422076,72.35,1,
3714612000773505222,【液体好吸收】诺特兰德液体钙铁锌直饮包成长儿童草莓味自播专享,,,,,,,保质期:12月||产品名称:诺特兰德液体钙铁锌直饮包||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:10ml*30条/桶,口服液,{},20109,104417,32862118,314.72,1,
3730634787078167606,【情人节】万益蓝WonderLab数字管理官方正品BODY100益生菌轻纤瓶,,,,,,,保质期:18月||产地:中国大陆||适用性别:通用||产品名称:万益蓝BODY100益生菌||品牌:WONDERLAB/万益蓝||生产企业名称:深圳保时健生物工程有限公司||用法:开盖即食||适用人群:成人||计价单位:盒||食用提示:开盖即食即可||产品剂型:粉剂||食品生产许可证编号:SC12744030701096||规格（粒/袋/ml/g）:2g/瓶,粉剂,{'产品剂型': '粉剂'},20109,53013,32015610,603.92,1,
3731669465428001087,lifespace超燃B420 plus塑形数字管理益生菌30粒6瓶代谢加速器,,,,,,,套餐详情:lifespace超燃B420升级plus 30粒益生菌理想数字管理b-默认x6、lifespace澳洲Fiber Jelly膳食纤维果冻30条-1盒x1,,{},20109,38635,30897182,799.72,1,
3735393811933823309,苏莎鲑鱼鼻软骨米糠油固体饮料,,,,,,,保质期:3年||产品名称:苏莎鲑鱼鼻软骨米糠油固体饮料||产地:中国大陆||品牌:苏莎||生产企业名称:馨辰生物（广东）有限公司||食品生产许可证编号:SC10644190015340||规格（粒/袋/ml/g）:49g*1盒,固体饮料,{},20109,19299,29685336,1538.18,1,
3721906631169147113,【拍一发八】白云山 L-精氨酸锌硒多维小蓝片 CS-A4,,,,,,,保质期:24月||产品名称:多维小蓝片||产地:中国大陆||品牌:白云山||生产企业名称:山东凝善堂生物科技有限公司||食品生产许可证编号:SC13037150100941||规格（粒/袋/ml/g）:0.6g*30粒,,{},20109,94210,29163648,309.56,0,？
3620058785915219748,【膳力多】γ-氨基丁酸综合维生素矿物质片60粒综合营养咀嚼片儿童,,,,,,,保质期:24月||产品名称:γ-氨基丁酸综合维生素矿物质片||适用性别:通用||产地:中国大陆||品牌:膳力多||生产企业名称:安徽金源药业有限公司/武汉华源晨泰健康生物科技有限公司||用法:嚼服||计价单位:盒||成分:γ氨基丁酸、复合营养素||产品剂型:颗粒||商品条形码:6976117960169||食品生产许可证编号:sc11334122206682||规格（粒/袋/ml/g）:1g*60粒,颗粒/冲剂,{'产品剂型': '颗粒'},20109,81506,28994944,355.74,1,
3662555841053216754,德国修女姜黄胆碱水飞蓟奶蓟草【三盒装】a,,,,,,,套餐详情:【直播专属】德国修女姜黄水飞蓟植物片进口奶蓟草 30粒/盒-默认x3,,{},20109,143658,27139870,188.92,1,
3736521932431032461,WONDERLAB/万益蓝数字管理轻纤瓶BODY100益生菌,,,,,,,保质期:18月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:万益蓝WonderLab BODY100益生菌||品牌:WONDERLAB/万益蓝||生产企业名称:深圳保时健生物工程有限公司||用法:午饭饭后半小时1-2颗||适用人群:成人||计价单位:瓶||食用提示:饭后半小时食用效果更佳||产品剂型:粉剂||商品条形码:6973939342494||食品生产许可证编号:SC12744030701096||规格（粒/袋/ml/g）:10瓶/盒,粉剂,{'产品剂型': '粉剂'},20109,47520,26655868,560.94,1,
3671790886032935510,【专享-预售】fiboo元气铁高含量有机铁女性无蔗糖孕妇铁元素软糖A,,,,,,,保质期:18月||是否临期:否||产品名称:FIBOO富铁软糖||产地:中国大陆||品牌:FIBOO/她练||生产企业名称:仙乐健康科技（安徽）有限公司||食品生产许可证编号:SC11334059210015,软糖,{},20109,195782,24686152,126.09,1,
