item_id,title,brand_id,shop_type,sku_id,sku_sales,sku_name,leafcat,attrs,剂型_attr,相关属性,cat1,sold,sales,price,qa
3719946468283515346,Swisse澳洲进口高浓度玛卡片玛咖片,13541118,douyin,,9667.02,,31383,保质期:25-36个月||食用方法/使用方法:每日1粒||温馨提示:本品不可替代药品||品牌:SWISSE/斯维诗||适用人群:成人||产品剂型:片剂||注意事项:须阴凉干燥处常温储存，避免阳光直射||原产地:澳大利亚,片剂,{'产品剂型': '片剂'},,,,,1
3729290547500810462,法国S&S全谱玻尿酸透明质酸钠水光小分子次抛口服液10ml*20支/盒,4654403,douyin,,1996775.4,,34148,保质期:36月||品牌:SUBLIME SURFACE/苏费仕||产品名称:玻尿酸透明质酸钠,口服液,{},,,,,1
3729128143932490059,新加坡 Biowell SKIN WHITE 6 3D钻光耀白盒60粒/盒LL001,6755133,douyin,,121935.3,,31417,套餐详情:新加坡 Biowell SKIN WHITE 6 3D钻光耀白盒60粒/盒-默认x2,,{},,,,,1
3728137771836113197,【乐乐乐专属】白云山益生菌7000亿高活性益幽神益生元2g*10条/盒,32346,douyin,,200850.66,,31270,保质期:24月||产品名称:益生菌||适用性别:通用||产地:中国大陆||品牌:白云山||生产企业名称:锦乔生物科技有限公司||用法:含食/冲泡||适用人群:三岁以上||计价单位:盒||食用提示:婴幼儿不可食用||产品剂型:粉剂||商品条形码:6970529077590||食品生产许可证编号:SC10632087100125||规格（粒/袋/ml/g）:2g*10,粉剂,{'产品剂型': '粉剂'},,,,,1
3726521820522873165,Biowell美人果第五代红宝石水基羊胎素60粒/瓶BL001LL,6755133,douyin,,742959.6,,31386,套餐详情:Biowell美人果第五代红宝石水基羊胎素60粒/瓶-默认x3,,{},,,,,1
3727040079101821343,VIEVDIED/薇第【3天辟谷大礼包】轻断食代餐 辟谷老师全程陪跑,138361613,douyin,,38042.4,,39318,品牌:VIEVDIED/薇第,,{},,,,,1
3650414524462446550,【优惠专享】健美生维生素b复合片(缓释)100mg含生物素 120片/瓶,139383143,douyin,,116777.1,,31326,保质期:25-36个月||食用方法/使用方法:随餐温水吞服||温馨提示:本品不可替代药品||产品名称:健美生维生素B族||品牌:Jamieson Natural Sources Since 1922 I/健美生||适用人群:成人||产品剂型:片剂||注意事项:每日1片||原产地:加拿大,片剂,{'产品剂型': '片剂'},,,,,1
3716132402041585937,【升级肽2.0】胶原蛋白肽EGCG饮2.0枇杷口味500ml*9盒,35188512,douyin,,13692464,,31287,保质期:18月||产品名称:胶原蛋白肽EGCG饮||产地:中国大陆||品牌:五个女博士||生产企业名称:威海百合生物技术股份有限公司||产品剂型:口服液||商品条形码:6974411580267||食品生产许可证编号:SC11337108200263||规格（粒/袋/ml/g）:50ml*10瓶,口服液,{'产品剂型': '口服液'},,,,,1
3720522103213130027,【海员宋老师专属】无糖型南极磷虾油 海洋磷脂和Omega-3 63g/盒HYA,141449410,douyin,,55423.86,,28342,保质期:2年||产地:中国大陆||净含量:63g||生产企业名称:安徽感喻药业有限公司||品牌:润龄堂||食品生产许可证编号:SC10734122230595||贮存条件:常温||包装方式:包装,,{},,,,,1
3466382344271839698,ISDG日本原装正品232种健康发酵果蔬夜间酵素轻盈小丸子 120粒/袋,17488,douyin,,688942.56,,31321,保质期:25-36个月||食用方法/使用方法:16周岁以上服用，每日睡前半小时2-4粒，温水送服||温馨提示:本品不可替代药品||产品名称:ISDG夜间酵素120粒/袋||品牌:ISDG||生产企业名称:株式会社医食同源ドットコム||适用人群:成人||产品剂型:片剂||注意事项:本品不可替代药品||原产地:日本,片剂,{'产品剂型': '片剂'},,,,,1
3545420725764666877,宫诺优巢Dci手性肌醇Myo女性多囊怀角豆饮卵孕可搭備保养巢30片,31676,douyin,,5959.1,,31298,保质期:24月||产地:中国大陆||适用性别:女||产品名称:优巢片||品牌:宫诺||生产企业名称:湖北唐缘生物医药科技有限公司||适用人群:不限||计价单位:瓶||产品剂型:片剂||商品条形码:6937231108417||食品生产许可证编号:SC10642011200231||规格（粒/袋/ml/g）:0.5g*30片,片剂,{'产品剂型': '片剂'},,,,,1
3728683896263540948,深海鱼油凝胶糖果（无蔗糖型）BS,95659075,douyin,,1712.65,,39108,品牌:GUZITANG/谷滋堂,软糖,{},,,,,1
3721723599007121783,Prime Harmony奥睿康EGCG茶多酚含片绿茶提取物呼吸道防护草莓味,155806424,douyin,,2705.95,,31374,套餐详情:1瓶装x1,片剂茶,{},,,,,0
3676422182352847194,【“精”瓜协同】氧气能量五合一精氨酸胶囊进口营养60粒/瓶男性活力,142332070,douyin,,5535935,,31330,保质期:13-24个月||食用方法/使用方法:每日1-2次，每次2粒，温水吞服||温馨提示:本品不可替代药品||产品名称:精氨酸胶囊||品牌:OXYENERGY/氧气能量||适用人群:成人||产品剂型:胶囊||注意事项:未成年人群，孕期，正在哺乳期女性，对任一成份敏感者、用药人群请遵医嘱。||原产地:香港特别行政区,胶囊,{'产品剂型': '胶囊'},,,,,1
3540943072034738722,【GABA睡眠软糖Ⅱ代】美国进口GNITE睡眠软糖Y氨基丁酸熬夜入睡gaba,33621,douyin,,8550.6,,31279,保质期:3年||是否临期:否||产地:美国||适用性别:通用||产品名称:GNITE GABAⅡ代睡眠软糖||品牌:GNITE||用法:睡前两粒||适用人群:成人||计价单位:瓶||成分:山梨糖醇液、GABA（γ-氨基丁酸)、茶叶茶氨酸、牛奶碱性蛋白、浓缩葡萄汁||产品剂型:胶囊||规格（粒/袋/ml/g）:60粒/瓶,胶囊,{'产品剂型': '胶囊'},,,,,1
3727793351890698249,【长效组合】内可美绿茶片+绿茶瓶组合,49200658,douyin,,474504.06,,31416,套餐详情:爱茉莉内可美24年2合1纤体绿茶瓶7日装-默认x2、新·爱茉莉内可美第二代升级版60粒正装-默认x1、【便携装】内可美绿茶片第二代升级版10粒-默认x1,茶,{},,,,,0
3689775628648841474,【2瓶特惠】CareMagic水蛭素纳豆激酶片剂澳洲原装进口小分子肽-Z,155794920,douyin,,95321.72,,31384,套餐详情:【1瓶】CareMagic水蛭素纳豆激酶纳豆片澳洲原装进口保健-Z-默认x2,片剂,{},,,,,1
3670429427336085636,EAZA白番茄去黄焕白细腻美颜内服胶囊淡色素祛斑点褪黑焕颜白白丸,155815591,douyin,,549103.1,,31389,保质期:25-36个月||食用方法/使用方法:用餐时或饭后服用，温水吞服，每天1次，每次2粒；开封后请于3个月内服用完毕||温馨提示:本品不可替代药品||产品名称:EAZA白番茄美白丸||品牌:EAZA||适用人群:通用||产品剂型:胶囊||注意事项:纯天然成分提取，均可使用||原产地:新西兰,胶囊,{'产品剂型': '胶囊'},,,,,1
3684730420676657298,诺特兰德钙镁维D鲨鱼软骨粉牦牛骨咀嚼片营养  60粒,22044,douyin,,225416.95,,31276,保质期:24月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:钙镁维D鲨鱼软骨粉牦牛骨咀嚼片||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:1.5g*60粒,咀嚼片片剂粉剂,{},,,,,0
3593461990942765075,【官方爆款】fiboo蛋白棒饱腹代餐解馋抗饿酸奶涂层好吃单双层25g/M,45895287,douyin,,593219.9,,31286,保质期:9月||产品名称:蛋白棒||适用性别:通用||产地:中国大陆||品牌:FIBOO/她练||生产企业名称:广东中澜健康科技有限公司||用法:代餐||适用人群:成人||计价单位:条||食用提示:低温环境下产品会偏硬||商品条形码:6975568620233||食品生产许可证编号:SC10644011401387||规格（粒/袋/ml/g）:25g*5支,,{},,,,,0
3689902016601129004,FL凯凯方青推荐 高含量易吸收 吉武纳豆凝胶90颗,137233703,douyin,,481365.2,,31384,保质期:3年||产地:美国||净含量:63g||品牌:Lifebalance||贮存条件:常温||包装方式:包装,,{},,,,,0
3725045676762071362,【TZ】OXYENERGY嗨吃拜拜丸6合1植萃促燃 30粒/瓶,142332070,douyin,,611133,,31411,套餐详情:【2.0Pro反脂三部曲】氧气能量嗨吃拜拜丸6合1植萃促燃 30粒/瓶-默认x3,丸剂,{},,,,,1
3675102918580764702,ZeinPharma彩恩450mg达米特纳草透纳叶达迷胶囊100粒/瓶男女可用,155753261,douyin,,4667.4,,31373,保质期:25-36个月||食用方法/使用方法:每天3次，每次一粒，温水送服||温馨提示:本品不可替代药品||品牌:Zeinpharma||适用人群:成人||产品剂型:胶囊||注意事项:未成年和孕产妇不建议服用||原产地:德国,胶囊,{'产品剂型': '胶囊'},,,,,1
3602364837625260842,【专享】fiboo爆料奶昔超模奶昔代餐奶昔乳清高蛋白营养膳食饱腹A,45895287,douyin,,1093295.9,,31992,保质期:9月||是否临期:否||产品名称:fiboo爆料奶昔||产地:中国大陆||品牌:FIBOO/她练||生产企业名称:浙江吉美食品科技有限公司||食品生产许可证编号:sc10633052303932,,{},,,,,1
3718706281410855222,【世货专属】诺特兰德多酚可可天然可可粉4重植物成分  7条装,22044,douyin,,151973.38,,31991,保质期:24月||产地:中国大陆||产品名称:诺特兰德多酚可可||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809,粉剂,{},,,,,1
3664306289334472993,【深海脑黄金】NaturElan德国呐兔 儿童鱼油小布丁2.0升级版儿童DHA,55032,douyin,,37219.56,,31324,套餐详情:德国NaturElan吶兔 学霸鱼油小布丁2.0 32粒盒装 儿童DHA鱼油-默认x3,,{},,,,,1
3664142698190923342,SICOTA美国思康斯膳食维生素补充软糖,155786604,douyin,,55614,,31369,保质期:37-48个月||食用方法/使用方法:2||温馨提示:本品不可替代药品||品牌:Sicota/斯柯特||适用人群:通用||产品剂型:颗粒||注意事项:4岁以下儿童不建议食用||原产地:美国,颗粒/冲剂,{'产品剂型': '颗粒'},,,,,1
3704560718465597709,轻夕*草莓味褪黑素含片,95496950,douyin,,23376.03,,31279,保质期:365天||产地:中国大陆||产品名称:褪黑素含片||品牌:轻夕||生产企业名称:安徽佳洪健康产业有限公司||食品生产许可证编号:SC12734160201519||规格（粒/袋/ml/g）:0.3*60,片剂,{},,,,,1
3608267083705643175,Vita Green/维特健灵小黄条阻断餐前截击14包/盒 （DRTY/nbc）,155697021,douyin,,2387589.5,,31392,套餐详情:Vita Green/维特健灵 餐前截击14包/盒  新-默认x1,,{},,,,,1
3729660356977623390,【年终回馈】膳百氏益生元果蔬酵素果味饮品活力活性健康,155797907,douyin,,100746.72,,31268,保质期:2年||产地:中国大陆||产品名称:益生元果蔬酵素果味饮品||品牌:膳百氏||生产企业名称:阿卡姆（山东）健康科技有限公司||食品生产许可证编号:SC12437030100379||规格（粒/袋/ml/g）:45ml*7袋,口服液,{},,,,,1
3729245501917364311,JANEJI LABO简际黄芪桃胶玫瑰营养纤维饱感饮,136981183,douyin,,240847.73,,31304,保质期:18月||是否临期:否||产品名称:简际黄芪桃胶玫瑰营养纤维饱感饮||适用性别:通用||产地:中国大陆||品牌:JANEJI LABO||生产企业名称:武汉森澜生物科技有限公司||适用人群:成人||计价单位:袋||成分:黄芪红枣黑松露雪莲提取物党参提取物紫灵芝提取物||产品剂型:冲剂||食品生产许可证编号:SC10642011400171||规格（粒/袋/ml/g）:8g*袋,颗粒/冲剂,{'产品剂型': '冲剂'},,,,,1
3711789936559653162,【组合装】氧气能量胃舒小黄粉谷氨酰胺150g/罐红枣桂圆味,142332070,douyin,,35755.5,,31352,套餐详情:【实力抚胃】氧气能量胃舒小黄粉谷氨酰胺红枣桂圆味150g/罐-默认x1,粉剂,{},,,,,1
3692780437194801420,【6瓶升级款】多种维生素B族片 8大B族+硒+牛磺酸 每瓶120片 无蔗糖,10400,douyin,,2534286.8,,31281,保质期:24月||产品名称:多种维生素B族片||适用性别:通用||产地:中国大陆||品牌:敬修堂||生产企业名称:安徽百盛药业有限公司||适用人群:成人||产品剂型:片剂||食品生产许可证编号:SC10634122205790||规格（粒/袋/ml/g）:0.6*120粒,片剂,{'产品剂型': '片剂'},,,,,1
3506804339345856328,【全家守护*优化免疫】大蒜精油软胶囊480粒/盒,38182,douyin,,23016.96,,31380,保质期:25-36个月||食用方法/使用方法:每天3次，每次1-2粒||温馨提示:本品不可替代药品||品牌:Doppel Herz/双心||生产企业名称:双心||适用人群:成人||产品剂型:丸剂||注意事项:本品不可替代药品||原产地:德国,丸剂,{'产品剂型': '丸剂'},,,,,1
3582308147362152808,BioCare贝欧科每日有机硒胶囊60粒/瓶 硒元素营养,71735825,douyin,,1732074.2,,31327,保质期:13-24个月||食用方法/使用方法:每日1-2粒，随餐服用||温馨提示:本品不可替代药品||品牌:BIOCARE||净含量:60粒/瓶||适用人群:成人||产品剂型:胶囊||注意事项:放置阴凉处保存||原产地:英国,胶囊,{'产品剂型': '胶囊'},,,,,1
3729239050834542963,【益宝归】A-M3骨胶原小分子液体钙DHA藻油牛骨胶原蛋白 试吃一盒,60179332,douyin,,451148.16,,31288,保质期:18月||是否临期:否||产地:中国大陆||产品名称:骨胶原小分子液体钙||品牌:益宝归||生产企业名称:安徽药顺药业有限公司||食品生产许可证编号:SC10634122230636,,{},,,,,1
3465946817408179849,CPTKING赛霸 健身多因咖啡 75g/盒（高因咖啡）美式咖啡因运动,16395,douyin,,107024.4,,31285,保质期:2年||是否临期:否||产品名称:赛霸多因咖啡||适用性别:通用||产地:中国大陆||品牌:CPTKING/赛霸||生产企业名称:广西创泰食品科技有限公司||用法:每条用500ml水冲泡||适用人群:成人||计价单位:盒||食用提示:一天内不建议再食用其他含咖啡因的产品||产品剂型:粉剂||商品条形码:6972448480376||食品生产许可证编号:SC10645011100142||规格（粒/袋/ml/g）:盒,粉剂,{'产品剂型': '粉剂'},,,,,1
3644678838186837756,【靶向眼底素】BECHI视网膜精粹 专利靶向飞蚊重影叶黄素 眼底素,27245,douyin,,36179.44,,31368,套餐详情:BECHI专利美瞳亮眼丸 30粒/瓶-默认x3,,{},,,,,1
3723525840131195358,【新春大餐拍档】断货王VIERRA惟爱论S133超模轻断食西梅果冻5/14盒,5699662,douyin,,195047.16,,31268,保质期:18月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:惟爱论新纤盈西梅果冻||品牌:VIERRA||生产企业名称:纯元健康科技（广东）有限公司||计价单位:盒||产品剂型:果冻型||食品生产许可证编号:SC11344011501302||规格（粒/袋/ml/g）:20g*7条,果冻型,{'产品剂型': '果冻型'},,,,,1
3565436233490505088,【旗舰新款】德国嘉利达万物生胶原蛋白肽透明质酸营养浓缩饮,37303164,douyin,,133875,,31277,保质期:18月||产品名称:复合胶原蛋白肽||适用性别:女||产地:中国大陆||品牌:万物生||生产企业名称:黑龙江万物生生物科技有限公司||用法:每日最大饮用量两瓶||适用人群:不限||计价单位:盒||食用提示:开盖即可饮用||产品剂型:口服液||商品条形码:6972097240116||食品生产许可证编号:SC10623118202169||规格（粒/袋/ml/g）:50ml*10支,口服液,{'产品剂型': '口服液'},,,,,1
3695323492288444426,青春款7-18周岁[3盒装]γ-氨基丁酸多维综合营养咀嚼片,,,,,,,保质期:2年||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:养能健/γ-氨基丁酸多维营养咀嚼片2号||品牌:养能健||生产企业名称:仙乐健康科技股份有限公司、安徽万花草保健品有限公司||适用人群:中长跑、慢跑、快走、游泳、舞蹈、户外运动||计价单位:盒||产品剂型:片剂||食品生产许可证编号:SC10644050700110||规格（粒/袋/ml/g）:90片/盒,片剂,{'产品剂型': '片剂'},20109,391656,146048530,372.9,1
3707321716725383403,【棕色脂肪】呜咔实验室二元一菌益生菌科学管理激活BAT益生元ZB,,,,,,,保质期:24月||是否临期:否||产品名称:呜咔实验室二次元益生菌||适用性别:通用||产地:中国大陆||品牌:呜咔实验室||生产企业名称:江苏新申奥生物科技有限公司||适用人群:成人||计价单位:盒||食用提示:益生元不建议：婴幼儿，孕妇，哺乳期，14岁以下人群服用。（三高、糖友患者建议遵医嘱）||食品生产许可证编号:SC10632028100205||规格（粒/袋/ml/g）:2g*28+10g*28+10g*28,,{},20109,61557,60183664,977.69,1
3649900528319738228,【明星菌株B420】菌小宝体重管理款单瓶1000亿活菌益生菌,,,,,,,保质期:18月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:太空15号+太空19号||品牌:JUNXIAOBAO/菌小宝||生产企业名称:上海晨冠乳业有限公司||用法:开袋即食或加入到牛奶、果汁等食品中调匀食用。冲调温度不高于40°C。||适用人群:三岁以上||计价单位:盒||食用提示:不能和抗生素同时食用；冲调后，有少量悬浮物物质属正常现象。||产品剂型:粉剂||食品生产许可证编号:SC10531012000433||规格（粒/袋/ml/g）:2g*10瓶/盒,粉剂,{'产品剂型': '粉剂'},20109,59152,49901812,843.62,1
3735228223940854078,ESI意大利进口卡路里拜拜片餐前小丸子大餐救星断片碳水阻断7盒,,,,,,,套餐详情:ESI意大利餐前小丸子卡路里拜拜片白芸豆碳水阻断阻油膳食纤维1盒-默认x7,丸剂,{},20109,110480,41737136,377.78,1
3734904499135971571,【瓜瓜专属】MoveFree益节 绿瓶 氨糖软骨素MSM 维骨力护关节,,,,,,,套餐详情:【ZT】MoveFree益节 绿瓶 氨糖软骨素护关节维骨力 120粒/瓶 -120粒x3、MoveFree益节 绿瓶 氨糖软骨素MSM护关节维骨力 36粒-粉丝专享-默认x1,,{},20109,70461,40145156,569.75,1
3698998161264781580,【成长3宝】诺特兰德液体钙铁锌直饮包儿童学生孩子草莓味自播专享,,,,,,,保质期:12月||产品名称:诺特兰德液体钙铁锌直饮包||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:10ml*30条/桶,口服液,{},20109,204781,37376628,182.52,1
3698690420340096654,诺特兰德钙铁锌液体直饮包钙锌协同营养好吸收草莓味 30条/桶,,,,,,,保质期:12月||产品名称:诺特兰德钙铁锌||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:30条/桶,口服液,{},20109,237206,37120370,156.49,1
3704781112615239687,仁和驼奶钙铁锌γ-氨基丁酸综合维生素片7种维生素酸奶味官方旗舰,,,,,,,保质期:24月||产地:中国大陆||产品名称:驼奶钙铁锌γ-氨基丁酸综合维生素片||品牌:仁和||生产企业名称:东营佐宁生物科技有限公司||产品剂型:片剂||食品生产许可证编号:SC11337052100315||规格（粒/袋/ml/g）:1g*60粒,片剂,{'产品剂型': '片剂'},20109,503415,36422076,72.35,1
3714612000773505222,【液体好吸收】诺特兰德液体钙铁锌直饮包成长儿童草莓味自播专享,,,,,,,保质期:12月||产品名称:诺特兰德液体钙铁锌直饮包||产地:中国大陆||品牌:诺特兰德||生产企业名称:山东捷晶生物科技有限公司||食品生产许可证编号:SC11337012600809||规格（粒/袋/ml/g）:10ml*30条/桶,口服液,{},20109,104417,32862118,314.72,1
3730634787078167606,【情人节】万益蓝WonderLab数字管理官方正品BODY100益生菌轻纤瓶,,,,,,,保质期:18月||产地:中国大陆||适用性别:通用||产品名称:万益蓝BODY100益生菌||品牌:WONDERLAB/万益蓝||生产企业名称:深圳保时健生物工程有限公司||用法:开盖即食||适用人群:成人||计价单位:盒||食用提示:开盖即食即可||产品剂型:粉剂||食品生产许可证编号:SC12744030701096||规格（粒/袋/ml/g）:2g/瓶,粉剂,{'产品剂型': '粉剂'},20109,53013,32015610,603.92,1
3731669465428001087,lifespace超燃B420 plus塑形数字管理益生菌30粒6瓶代谢加速器,,,,,,,套餐详情:lifespace超燃B420升级plus 30粒益生菌理想数字管理b-默认x6、lifespace澳洲Fiber Jelly膳食纤维果冻30条-1盒x1,,{},20109,38635,30897182,799.72,1
3735393811933823309,苏莎鲑鱼鼻软骨米糠油固体饮料,,,,,,,保质期:3年||产品名称:苏莎鲑鱼鼻软骨米糠油固体饮料||产地:中国大陆||品牌:苏莎||生产企业名称:馨辰生物（广东）有限公司||食品生产许可证编号:SC10644190015340||规格（粒/袋/ml/g）:49g*1盒,固体饮料,{},20109,19299,29685336,1538.18,1
3721906631169147113,【拍一发八】白云山 L-精氨酸锌硒多维小蓝片 CS-A4,,,,,,,保质期:24月||产品名称:多维小蓝片||产地:中国大陆||品牌:白云山||生产企业名称:山东凝善堂生物科技有限公司||食品生产许可证编号:SC13037150100941||规格（粒/袋/ml/g）:0.6g*30粒,片剂,{},20109,94210,29163648,309.56,1
3620058785915219748,【膳力多】γ-氨基丁酸综合维生素矿物质片60粒综合营养咀嚼片儿童,,,,,,,保质期:24月||产品名称:γ-氨基丁酸综合维生素矿物质片||适用性别:通用||产地:中国大陆||品牌:膳力多||生产企业名称:安徽金源药业有限公司/武汉华源晨泰健康生物科技有限公司||用法:嚼服||计价单位:盒||成分:γ氨基丁酸、复合营养素||产品剂型:颗粒||商品条形码:6976117960169||食品生产许可证编号:sc11334122206682||规格（粒/袋/ml/g）:1g*60粒,颗粒/冲剂,{'产品剂型': '颗粒'},20109,81506,28994944,355.74,1
3662555841053216754,德国修女姜黄胆碱水飞蓟奶蓟草【三盒装】a,,,,,,,套餐详情:【直播专属】德国修女姜黄水飞蓟植物片进口奶蓟草 30粒/盒-默认x3,,{},20109,143658,27139870,188.92,1
3736521932431032461,WONDERLAB/万益蓝数字管理轻纤瓶BODY100益生菌,,,,,,,保质期:18月||是否临期:否||产地:中国大陆||适用性别:通用||产品名称:万益蓝WonderLab BODY100益生菌||品牌:WONDERLAB/万益蓝||生产企业名称:深圳保时健生物工程有限公司||用法:午饭饭后半小时1-2颗||适用人群:成人||计价单位:瓶||食用提示:饭后半小时食用效果更佳||产品剂型:粉剂||商品条形码:6973939342494||食品生产许可证编号:SC12744030701096||规格（粒/袋/ml/g）:10瓶/盒,粉剂,{'产品剂型': '粉剂'},20109,47520,26655868,560.94,1
3671790886032935510,【专享-预售】fiboo元气铁高含量有机铁女性无蔗糖孕妇铁元素软糖A,,,,,,,保质期:18月||是否临期:否||产品名称:FIBOO富铁软糖||产地:中国大陆||品牌:FIBOO/她练||生产企业名称:仙乐健康科技（安徽）有限公司||食品生产许可证编号:SC11334059210015,软糖,{},20109,195782,24686152,126.09,1
3716132402041585937,【升级肽2.0】胶原蛋白肽EGCG饮2.0枇杷口味500ml*9盒-女神节,,,,,,,保质期:18月||产品名称:胶原蛋白肽EGCG饮||产地:中国大陆||品牌:五个女博士||生产企业名称:威海百合生物技术股份有限公司||产品剂型:口服液||商品条形码:6974411580267||食品生产许可证编号:SC11337108200263||规格（粒/袋/ml/g）:50ml*10瓶,口服液,{'产品剂型': '口服液'},20109,18101,24282310,1341.49,1
3676785223422601056,FoYes迅增增肌粉益生菌复合乳清蛋白粉瘦人运动营养补充健身增重,,,,,,,保质期:18月||产品名称:迅增增肌粉||适用性别:通用||产地:中国大陆||品牌:FoYes||生产企业名称:浙江吉美食品科技有限公司||产品剂型:粉剂||食品生产许可证编号:SC10633052303932||规格（粒/袋/ml/g）:3磅,粉剂,{'产品剂型': '粉剂'},20109,112432,24058200,213.98,1
3731088946977964341,五个女博士胶原蛋白肽维c饮品2.0小分子肽30ml/瓶*180瓶半年享礼,,,,,,,保质期:18月||产品名称:五位女博士胶原蛋白肽维C饮品2.0||产地:中国大陆||品牌:五个女博士||生产企业名称:天津创源生物技术有限公司||适用人群:成人||食品生产许可证编号:SC10612011610773||规格（粒/袋/ml/g）:30ml*10瓶/盒,口服液,{},20109,18346,23780636,1296.23,1
3721731469509525552,【葵花药业】骨胶原钙维生素D片运动营养综合营养维生素60g/瓶mty-1,,,,,,,保质期:18月||产品名称:骨胶原钙维生素D片||适用性别:通用||产地:中国大陆||品牌:SUNFLOWER/葵花药业||生产企业名称:上海海维生物科技有限公司无锡医药科技分公司||适用人群:成人||食品生产许可证编号:SC10632027100077,片剂,{},20109,371010,22861636,61.62,1
3731095991538026687,五个女博士胶原蛋白肽维c饮品2.0小分子肽30ml/瓶*180瓶半年享礼,,,,,,,保质期:18月||产品名称:五位女博士胶原蛋白肽维C饮品2.0||产地:中国大陆||品牌:五个女博士||生产企业名称:天津创源生物技术有限公司||适用人群:成人||食品生产许可证编号:SC10612011610773||规格（粒/袋/ml/g）:30ml*10瓶/盒,口服液,{},20109,12628,18822286,1490.52,1
